CaseID,weight,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_Refused,Q19,Q20,Q21,Q22,Q24,Q26,Q27,Q28,Q28_Refused,Q29_a,Q29_b,Q29_c,Q29_d,Q29_e,Q29_f,Q29_g,Q30,Q30_Refused,Q31,Q32_a,Q32_b,Q32_c,Q32_d,Q32_e,Q32_f,Q32_g,Q32_h,Q32_i,Q32_j,Q32_k,Q33,Q33_Refused,Q34,Q34_Refused,Q35_a,Q35_b,Q35_c,Q35_d,Q35_e,Q35_f,Q35_g,Q35_h,Q35_i,Q35_j,Q36,Q36_Refused,Q37_a,Q37_b,Q37_c,Q37_d,Q37_e,Q37_f,Q37_g,PARTY,PARTY_Text,PARTYLN,IDEO,TP,PPAGE,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPRENT,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK
677,.794,1,1,1,1,3,1,2,1,1,2,1,2,1,1,1,1,"VIOLATION OF CONSTITUTIONAL RIGHT TO PRIVACY, WHO IS MINDING THE KING (PEOPLE PERFORMING THE SURVEILANCE?", ,2,1,1,1,1,1,1,RIGHT TO PRIVACY AND WHO IS WATCHING THE PEOPLE PERFORMING THE SURVEILLANCE??, ,3,3,3,3,3,3,3,I'M JUST MORE CONCIOUS THAT BIG BROTHER IS LISTENING., ,1,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,2,2,2,2,2,2,2,4,NEW CONSERVATIVE,99,1,3,56,3,12,4,1,1,1,3,1,16,1,1,1,0,0,0,1,2,1
679,1.9998,6, ,3,6,6,6, ,6,2,4,1,2,2,2,2,2, ,99, ,1,2,2,2,2,2, ,99, , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,4,nutral,99,99,3,75,4,5,1,1,1,1,2,1,7,1,0,2,0,0,0,0,2,5
681,.4024,1,2,1,1,6,1,2,1,1,1,1,2,2,1,1,2,"I do not like anyone monitoring anything I say or do.  That is the reason I do not do Facebook, Twitter, or anything else the government monitors.", ,2,2,1,1,1,1,1,I don't like government monitoring anything I do., ,5,1,4,1,1,1,1,"Before I send anything over the internet, I read and re-read so as people monitoring my outgoing have no recourse.  I have nothing to hide, but I don't like my words being bandied about.  I know when I worked management hired an IT team to monitory all our e-mails, incoming and outgoing, so I am careful what I send out.", ,3,4,1,4,4,1,1,1,1,1,1,1,"no, I have not.", ,"Because I am aware of the government intervention in anything that is sent out, or incoming.", ,1,4,2,1,2,4,5,4,5,3,to remain private., ,1,2,2,2,2,2,2,1, , ,1,3,73,4,11,3,1,2,1,1,4,8,3,1,1,0,0,0,0,1,5
684,.105,1,1,1,1,5,5,3,1,2,2,2,2,2,2,2,2,"When I have witnessed wrongful accusations on a persons life that has caused major change for that person, I am concerned that false information from so called reliable sources can sometimes be reliable but not always 100% accurate. Being able to know a persons intentions means you need to follow and watch him or her for a very long time to understand all that they are intended to do or what you think they maybe about to do. Right or wrong where is their privacy.  I love the internet, however privacy is no longer truth when it comes to your information on any level.", ,1,2,3,3,1,2,1,"Terrorist is one thing and even they are suppose to have some rights but I understand.  In my opinion, its looking like the internet is brewing a new kind of animosity on all levels.  Everyone has the right to their opinion but if it is offensive then where does it stop and where does it go next. It's suppose to be a new freedom yet it seems to be causing more confusion than I remember among people as a whole. Everyone wants to be apart of someones social network.  True I can communicate with family, friends and enemies alike, but not everyone is using it for the right purpose that it was intended.", ,3,1,5,1,1,3,1,"I did not change my behavior because its not going to make them stop monitoring me or others. If I change I guess it would send them a red flag to want to monitor me more because it would appear SUSPICIOUS.  Besides, who is consider worthy to monitor my activity?  Who monitors the monitor to guarantee he or she are properly doing their job?", ,4,4,4,4,4,3,3,4,4,3,2,3,"I don't know. Everyone is being monitored whether they deserve it or not?  To me, it would be an added nuisance to try to be private when their are so many ways that you can monitored. I can have someone sit next to me and not know that they are monitoring me. I guess this means no privacy in the very public bathrooms anymore now.", ,I did not., ,4,4,4,3,4,4,5,5,4,4, , ,2,2,2,2,2,2,2,3, ,2,2,2,45,3,10,3,5,2,1,4,3,10,1,1,2,0,0,2,0,2,4
685,.3182,3,3,2,2,4,5,1,4,1,2,1,1,2,2,1,2,"I am concerned that it takes away from privacy and freedom of speech.  At the same time, terrorism is also a concern.", ,2,1,2,2,2,2,2,"Again, something said freely based on freedom of speech might be misinterpreted as a threat to government and unnecessary action taken against innocent people.", ,4,4,4,4,4,4,4, , ,3,3,3,3,2,3,3,3,3,3,3,3,"I don't communicate in ways that would be considered a threat, so I don't worry about it.", , ,99,2,4,3,1,4,1,2,4,4,3,"To keep anyone, not just the government, from having access to my personal information on line.", ,1,2,2,1,1,2,2,1, , ,1,3,42,2,12,4,1,2,1,5,1,9,1,1,1,0,0,2,1,2,1
689,.7439,1,1,1,1,6,2,1,2,2,1,1,1,1,1,1,3,They need access to this to help prevent terrorist activities, ,1,1,5,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,4,5,4,4,3, , ,1,1,1,1,1,1,1,2, , ,3,2,49,3,13,4,1,1,1,3,1,15,1,0,1,0,0,0,0,3,1
692,.7717,1,1,1,1,3,4,3,2,1,2,1,1,1,1,1,3,There is no longer any expectation of privacy, ,1,1,3,3,3,3,3, , ,4,4,5,4,4,5,4, , ,2,1,1,1,1,3,2,1,1,2,4,1, ,99,I like to remain private and keep my personal business to myself, ,3,4,3,1,3,4,1,4,4,1, ,99,1,1,1,1,1,1,1,3, ,1,2,2,47,3,14,4,1,2,1,2,1,15,1,1,1,0,0,0,0,2,4
693,2.3119,1,1,1,1,4,3,2,1,1,2,1,1,1,1,1,4,Anything that provides safety for American citizens is worth the small breech of privacy., ,1,1,4,4,4,4,4, , ,4,4,5,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,none, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,4,3,59,3,9,2,1,2,1,3,1,16,1,1,1,0,0,1,0,2,7
695,2.179,6, ,2,1,6,6, ,3,2,4,99,99,99,99,99,1, ,99, ,2,1,1,1,1,1, ,99, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,99,99,99,99,99,99,2, , ,3,3,29,1,9,2,2,1,1,3,4,8,6,1,1,0,0,0,0,3,1
696,1.5097,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,3, ,99,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,1,3,3,1,3,3,3, ,99,1,1,1,1,1,1,1,1, , ,3,3,44,2,11,3,1,2,1,3,1,14,1,0,1,0,0,0,0,3,1
697,.7006,1,1,1,1,4,1,2,2,1,2,1,2,2,2,2,1,Invasion of privacy for innocent people., ,2,2,1,1,1,1,1,"By monitoring everyone, it is just a matter of time before someone jumps the gun and assumes something and an innocent person is left in ruins.", ,3,1,3,1,1,1,1, ,99,2,2,2,1,1,2,1,1,4,2,1,1, ,99, ,99,2,2,2,2,4,2,1,4,4,2, ,99,1,1,1,1,1,1,1,1, , ,1,3,49,3,12,4,1,2,1,4,1,13,1,1,1,0,0,0,1,3,1
698,.8869,4,1,3,6,6,3,3,6,1,4,2,2,2,1,1,4,government sucks, , ,1,4,4,4,4,3, , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,1,1,3, ,1,3,3,50,3,4,1,1,2,0,2,1,3,3,1,1,0,0,0,0,2,6
699,1.047,6, ,4,5,6,6, ,5,1,2,1,1,1,1,1,3,Most of the information can already be found through other computer means ., ,2,1,3,3,5,5,3, , ,4,4,4,5,5,5,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,none, , , ,5,5,5,5,5,4,3,4,4,3, , ,1,1,1,2,1,2,2,2, , ,4,2,67,4,12,4,1,1,1,1,3,8,5,1,2,0,0,0,0,1,5
700,.4873,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,If you are not doing anything wrong then there should be no reason to be worried about what the government is looking at for electronics and data. and if it is going to stopsomething like the boston marathon bombings then I could care less If they look at what I am looking at, ,1,1,4,4,3,3,4, , ,4,4,4,4,4,4,4, , ,3,4,4,4,4,4,3,3,3,3,3,3,I have not made any changes and i havent even heard of any monitoring systems being in place, , , ,4,4,4,4,4,4,4,4,4,4, , ,2,2,2,2,2,2,2,3, ,1,3,3,23,1,12,4,1,1,0,4,1,17,5,1,3,0,0,0,0,4,1
704,.105,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3, ,99,1,1,2,2,4,3,3,It could be used against you. In cases where your accounts are hacked or used by unauthorized users., ,4,3,4,4,4,4,4,Make sure not to use specific language such as threats., ,3,2,2,1,1,2,1,2,2,3,1,1, ,99,Information could be interpreted as malicious., ,2,2,2,1,2,4,1,4,4,4,To protect my identity from unauthorized use., ,1,1,1,1,1,2,2,3, ,1,2,1,38,2,13,4,1,1,1,3,1,16,1,1,1,0,0,1,0,2,1
706,.105,4,4,6,4,5,6, ,4,2,2,1,1,1,1,1,4, ,99,1,1,5,5,5,5,5, , ,5,5,5,5,5,5,5, , ,4,4,4,4,4,4,4,4,4,4,4,4, ,99, , ,5,5,5,5,5,5,5,5,5,5, , ,1,1,1,1,1,1,1,1, , ,2,2,31,2,9,2,1,1,0,4,3,1,5,1,1,0,0,0,0,4,4
708,.5275,1,4,1,1,2,1,2,1,2,2,1,1,2,1,2,3, ,99,1,1,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,1,3,3,3,3,1,3,4,4,3, ,99,1,2,1,2,1,2,2,2, , ,5,2,68,4,14,4,1,1,1,2,1,14,1,1,1,0,0,0,0,2,2
710,.5683,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,4,"If you're not doing anything wrong, you really have nothing to hide from the government - who cares if they collect stuff from people...  If you're doing something wrong - it's good someone might see it", ,1,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,I have made no changes - I couldn't care less if they see how many times a day I play candy crush, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,3,2,45,3,12,4,1,2,1,2,1,15,1,1,1,0,0,0,0,2,1
712,.8783,1,1,1,1,2,2,3,2,1,2,2,2,2,2,2,3,I'm not doing anything and have nothing to hide so I it doesn't bother me., ,2,1,2,3,3,3,3,I am not concerned because I have nothing to hide., ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,2,2,2,2,2,2,2,1, , ,2,2,22,1,12,4,1,1,0,7,1,16,5,0,1,0,0,1,2,4,1
715,.3654,1,1,1,1,2,2,4,1,2,1,1,1,2,1,1,2, ,99,2,1,3,3,2,1,2, ,99,1,1,1,1,1,1,1,"cant tell jokes, even in a private message", ,4,3,3,3,3,3,3,3,2,2,3,2, ,99, ,99,2,2,3,2,3,2,3,2,3,3, ,99,1,1,2,2,1,2,2,3, ,1,2,2,25,1,12,4,1,1,0,1,3,9,5,1,2,0,0,0,0,1,1
718,2.0123,3,4,1,3,1,1,2,1,1,2,1,2,2,2,2,3,america is free country., ,2,1,3,3,4,4,3, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,none, , , ,3,3,3,3,3,4,3,4,3,3, , ,1,1,1,1,1,1,1,2, , ,4,2,21,1,10,3,4,1,0,4,1,16,5,1,1,0,0,0,1,3,7
719,.9783,4,88,4,4,6,6, ,4,2,1,1,1,2,1,1,3,"They, gov, has been collecting info on people for yrs in one way or the other. If you have something to hide then don't use ""soc media"" to communicate!", ,2,1,5,3,3,5,3, , ,5,4,4,4,4,5,4, , ,2,4,4,4,4,4,3,4,4,4,3,4, ,99, , ,5,5,5,5,5,5,5,5,5,5, , ,2,2,2,1,1,2,2,3, ,99,3,3,62,4,11,3,1,2,1,2,1,15,1,1,1,0,0,0,0,2,5
729,1.1541,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,3,If you are not doing anything wrong you should not have to worry., ,2,1,3,3,3,3,3, , ,3,3,5,3,3,3,3,Have not changed., ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,4,4,3,4,4,1,4,4,4, ,99,2,2,2,1,1,1,1,2, , ,3,3,40,2,13,4,1,1,1,4,1,16,1,0,1,0,0,2,0,2,1
730,1.2994,2,2,1,1,4,1,3,1,1,1,2,2,2,2,1,1,We hardly have any privacy as it is.  This is just another way to take advantage of people.  It sounds like communism to me., ,2,2,2,1,1,1,1, ,99,1,1,1,1,1,1,1,no, ,4,2,1,1,2,2,2,3,3,2,3,2, ,99,Privacy, ,2,2,5,2,5,4,1,4,4,1,Privacy. Hackers, ,2,2,2,1,2,2,2,3, ,1,1,1,60,4,10,3,1,2,1,2,4,10,2,0,1,0,0,0,1,1,1
731,1.9024,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,I'm somewhat concerned because I feel like we would never know if the government is monitoring our calls and electronic communications. It's probably nothing we can do about it., ,2,2,2,1,1,1,1,The concern is that our right to privacy is being taken away. We pay bills and the bills aren't cheap and to know that everything we do is being monitored is not right. People that are suspects should be monitored not people that hasn't done nothing., ,4,4,4,4,4,4,4, , ,4,3,3,3,3,3,3,3,3,3,3,3,I haven't made any changes., , , ,3,3,3,3,3,3,3,3,3,3, , ,1,2,1,1,1,2,2,2, , ,3,2,31,2,9,2,4,1,1,5,3,8,6,1,2,0,1,2,0,2,1
733,.4237,1,3,1,1,1,5,4,3,1,2,1,2,2,2,2,2, ,99,2,2,2,2,2,5,2, ,99,3,3,3,3,3,3,3, ,99,3,3,2,3,2,3,3,3,3,3,3,3, ,99, ,99,3,3,3,1,3,3,2,3,3,3, ,99,1,1,1,1,1,2,2,1, , ,2,3,66,4,10,3,1,2,1,2,1,11,1,1,1,0,0,0,0,2,1
734,.704,3,2,1,3,1,5,4,5,1,4,2,2,2,1,1,2,as long as we are not known terrorist I don't think we should be in their scope....., , ,1,3,3,3,3,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,3, ,2,3,3,69,4,9,2,1,2,1,2,3,9,6,1,2,0,0,0,0,2,5
735,.4549,6, ,6,3,3,6, ,3,1,2,99,2,2,1,2,2, ,99,1,1,3,2,5,5,3, ,99,4,4,5,5,5,5,4, , ,1,3,3,3,3,2,3,4,3,3,3,3, ,99, ,99,3,3,5,1,4,4,3,3,3,3, ,99,1,1,1,1,1,1,1,2, , ,4,3,33,2,9,2,4,1,0,3,1,11,5,1,3,0,0,0,0,3,4
737,.9327,1,1,2,4,6,3,4,4,2,2,1,1,1,1,1,3,I have nothing to hide. Though i would hate to have something misinterpreted., ,2,2,5,4,4,4,4, , ,5,4,4,4,4,4,4, , ,99,3,3,3,3,3,3,3,3,3,3,3,No changes., , , ,3,4,4,3,4,4,5,3,3,3, , ,1,1,2,2,1,2,2,2, , ,3,2,39,2,9,2,1,1,1,4,1,13,1,1,1,0,1,1,0,2,1
738,1.3734,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,3,Because they will not find anything useful., ,2,2,3,3,3,3,3, , ,3,3,5,3,3,3,3,"I haven't changed anything, there is nothing that I am doing to cause any concern from the government.", ,2,3,3,3,3,3,3,3,3,3,3,3,No I have not, , , ,3,3,3,3,3,3,3,4,4,3, , ,1,2,1,1,1,1,1,2, , ,3,1,30,2,12,4,4,2,1,4,1,10,6,0,2,0,0,0,2,2,1
740,.1126,3,4,1,1,2,3,2,1,1,1,2,2,2,2,2,2, ,99,2,1,2,2,2,2,2, ,99,3,3,4,3,4,3,3, ,99,2,3,2,1,1,3,3,1,1,2,3,3, ,99, ,99,1,3,3,1,2,1,1,3,2,2, ,99,2,2,2,2,2,2,2,2, , ,3,2,52,3,13,4,5,1,1,2,1,13,1,1,1,0,0,0,0,2,2
741,1.296,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,"While I am of the opinion that you should not be concerned about it if you are doing nothing wrong, I also believe that the right to privacy should always be protected.", ,1,1,4,3,3,3,3, , ,4,4,5,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,2,3,2,2,4,3,1,3,4,3,I only changed my privacy settings because they keep getting reset on facebook, ,1,2,1,1,1,1,2,3, ,2,5,2,42,2,10,3,1,2,1,1,3,11,5,1,2,0,0,0,0,1,1
745,.5149,6, ,5,99,6,6, ,6,1,4,1,2,2,1,2,3, ,99, ,2,99,3,3,1,99, ,99, , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,2,2,2,3, ,99,3,99,36,2,1,1,1,2,1,2,4,5,3,1,2,0,0,0,1,1,1
747,1.2667,99, ,2,1,6,6, ,3,2,2,1,2,1,1,1,3,safety of citizens is a priority, ,99,99,4,3,3,3,3, , ,4,4,4,4,4,4,4, , ,99,3,3,3,3,3,3,3,3,3,3,3,none, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,3, ,99,3,2,60,4,14,4,1,1,1,2,3,19,1,1,2,0,0,0,0,2,4
749,2.3526,1,88,2,2,6,6, ,2,1,2,1,1,2,1,1,3,its being done wether we like it or not, ,2,2,3,3,3,3,3, , ,5,4,5,4,4,5,4, , ,2,4,4,4,4,3,1,4,4,4,3,3, ,99, ,99,3,3,3,3,5,5,5,5,5,5, , ,1,1,1,1,1,1,1,2, , ,3,2,63,4,11,3,2,1,1,3,3,12,4,1,2,0,0,0,0,3,5
750,.3156,6, ,5,3,5,5,4,5,1,3,1,1,2,1,1,4,No concerns, , ,1,4,4,4,4,4, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2, , ,3,2,37,2,12,4,1,1,1,2,1,15,1,1,1,0,0,0,0,2,1
752,.4565,3,6,6,3,6,6, ,5,2,3,1,2,2,1,1,3,if they have a ligetable reason to do so., , ,1,4,3,4,5,4, , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2, , ,3,3,85,4,9,2,1,2,1,2,3,14,1,1,1,0,0,0,0,2,5
753,.6521,1,1,2,2,3,3,4,4,1,2,1,1,2,2,2,2, ,99,1,1,3,2,2,2,3, ,99,4,3,4,4,4,4,4, ,99,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,4,3,3,4,3,3,3,4,3, , ,2,2,1,1,1,2,2,2, , ,3,3,40,2,13,4,1,2,0,4,1,15,1,1,1,0,0,1,0,3,1
755,1.1806,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,3,"they've been doing it forever, why care now?", ,2,2,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,"no changes, the government can do and will do whatever they want, if I uninstall an app, what is that gonna do?  Nothing!", , , ,4,4,4,1,4,4,3,4,4,3,"Just to protect my identity, had nothing to do with the government.", ,1,1,1,1,1,1,1,4,Not politically affiliated,99,3,3,38,2,9,2,2,2,1,6,1,16,1,0,1,0,0,1,2,3,1
757,1.3164,1,5,2,1,6,6, ,4,1,4,1,1,2,2,1,2,some things are personal to personal for any one to see. like talking to your husband wife exc......................., , ,2,3,5,5,5,5, , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2,2,3, ,1,4,3,61,4,9,2,1,2,1,2,3,1,3,1,2,0,0,0,0,2,6
760,3.5797,4,5,1,1,6,1,3,1,1,2,1,2,2,2,2,3,I pretty much figured they were doing it already anyway.  Just part of our lives now with all this technology.  I think it is unnecessary and an invasion of privacy but there is nothing I can do about it so I don't waste my energy thinking about it., ,2,2,5,3,3,3,3, , ,5,4,5,4,4,4,4, , ,3,4,4,4,4,3,3,3,3,3,2,2,I haven't really made any changes but other than harmless emails with friends on occasion Or for work I don't communicate with other people except in person., ,I haven't changed., ,3,4,3,2,4,4,5,4,4,3,I have not adopted any of these tools., ,1,2,1,2,1,2,2,2, , ,5,2,50,3,13,4,1,2,1,1,2,12,5,1,1,0,0,0,0,1,1
762,.7597,1,2,1,1,1,3,3,1,2,1,1,1,2,2,2,3,I have nothing to hide, ,2,2,4,4,3,4,3, , ,4,4,5,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3,I have nothing to hide, , , ,3,3,3,1,3,1,3,3,3,3,I don't like being tracked by businesses more than I worry about government, ,1,1,1,1,1,1,2,1, , ,2,1,70,4,11,3,5,1,1,2,1,16,4,1,1,0,0,0,0,2,5
763,.8646,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2, ,99,2,2,3,2,2,3,2, ,99,2,3,5,3,4,3,2, ,99,3,1,1,1,1,3,2,1,1,2,2,2, ,99, ,99,2,2,2,1,1,1,1,2,1,2, ,99,2,2,2,2,2,2,2,3, ,2,5,2,27,1,12,4,1,2,1,2,3,15,6,1,2,0,0,0,0,2,1
764,.8351,1,3,1,1,5,6, ,1,1,2,1,1,1,1,1,2, ,99,2,1,4,4,4,4,4, , ,4,4,4,4,4,4,4, , ,1,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,1, , ,1,1,38,2,12,4,1,1,1,4,1,19,1,1,1,1,1,0,0,2,2
765,.3748,3,4,3,2,3,3,1,4,1,2,1,2,2,2,2,2,Innocent people would be at risk of losing their privacy; not all govt surveillance is about terrorism/crime, ,2,2,3,3,3,3,3, , ,4,2,4,4,4,4,3,I share little or no sensitive information, ,2,1,3,1,2,3,3,1,1,1,3,3, ,99,"I don't like the idea of anyone I don't know or anyone I do know, for that matter,  monitoring my behavior.  I don't like the ""pop-up"" ads from businesses 2 seconds after I have purchased something online.", ,1,3,3,1,3,3,3,3,3,3,To avoid having my information stolen., ,1,2,2,2,2,2,2,2, , ,4,2,63,4,13,4,1,2,1,2,1,14,1,1,1,0,0,0,0,2,5
766,1.0293,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,3,If is necessary to keep is safe I agree with our leaders, ,1,1,2,4,3,3,3,My only concern is if my own social security number or personal stuff gets in the wrong hands, ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,Haven't made any changes, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,1, , ,3,3,34,2,10,3,4,2,1,4,2,13,1,1,2,0,1,0,0,3,1
769,1.5134,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4,I feel that the government within necessary means that they should be able to conduct surveillance of Americans. I feel that this would be to try to protect us in the long run., ,1,1,4,3,4,4,4, , ,4,4,5,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3, ,99, , ,3,3,3,3,3,4,2,4,4,3, ,99,1,2,1,1,1,1,2,2, , ,2,3,26,1,10,3,1,2,0,4,1,15,6,1,1,0,0,0,0,4,1
772,.3053,5,6,1,2,6,6, ,3,1,2,1,1,1,1,1,2, ,99,2,1,5,2,4,5,2,"For Security, I think the country needs to track messages, especially of those known to be a danger to the US. I think there is a fine line that needs to be walked in order to continue the freedom that we have known in this country.", ,5,4,4,4,5,5,3,I think that I have not really changed my behavior in a meaningful way., ,3,4,4,4,4,3,3,4,4,3,3,3,I have made no changes., , , ,1,3,5,1,5,5,5,5,5,1,I want to be the least noticeable as possible., ,2,2,1,1,1,2,1,1, , ,1,1,84,4,9,2,1,1,1,3,1,14,1,1,3,0,0,0,0,3,5
773,1.0211,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,makes the government to big brotherish at our expense, ,2,2,2,2,2,3,2,I lose my privacy, ,4,4,5,4,4,4,4, , ,3,3,3,3,3,3,3,3,3,3,3,3,none, , , ,1,4,3,3,2,4,3,4,4,3,have a little more privacy, ,1,2,2,2,2,2,2,4,libertarian,1,2,1,50,3,10,3,3,1,1,4,1,17,1,1,1,0,0,0,0,4,1
777,3.0484,2,6,6,6,6,3,3,3,1,2,1,1,2,1,1,2, ,99,2,1,5,4,4,4,5, , ,5,4,4,4,5,4,5, , ,2,4,4,4,4,4,3,3,3,4,3,4, ,99, , ,5,4,4,3,4,5,5,5,5,5, , ,1,1,1,1,1,1,1,2, , ,3,3,46,3,9,2,2,1,0,3,1,2,5,0,2,0,0,0,1,2,4
782,.8763,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,"Absent a compelling reason such as monitoring the communications of known or suspected terrorists, this type of surveillance is counterproductive.", ,2,2,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,2,3,3,3,3,3,3,3,3,3,3,3,"I have not. My life, sorry to say, just isn't that interesting.", , , ,3,3,3,3,3,3,3,3,3,3, , ,1,2,2,2,2,2,2,2, , ,5,2,46,3,13,4,4,1,1,4,1,18,1,1,1,0,2,0,0,2,1
783,.4107,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,3, ,99,2,1,3,3,3,3,3, , ,4,4,4,4,4,4,4, , ,3,2,2,2,2,2,3,3,3,3,3,3, ,99, ,99,3,3,3,1,3,3,3,3,3,3, ,99,1,1,2,1,1,1,2,1, , ,3,3,36,2,11,3,1,2,1,6,1,16,1,1,1,0,1,3,0,2,2
784,2.1877,2,3,1,1,6,6, ,2,1,1,1,2,2,2,2,1,"BIG BROTHER IS WATCHING, TAKING AWAY OUR FREEDOM TO EXPRESS OURSELVES VIA THE FIRST AMENDMENT.", ,2,2,1,1,1,1,1,"The government has become too big and gaining too much power over American citizens. They are supposed to serve us, not the other way around!", ,1,1,1,1,1,1,1, ,99,1,1,1,1,1,1,1,1,1,1,1,1, ,99,NO, ,1,1,1,1,1,5,5,5,5,5, ,99,2,2,2,2,2,2,2,3, ,1,1,1,46,3,12,4,1,1,1,3,1,13,1,1,1,0,0,1,0,2,1
785,.6616,3,4,1,1,5,3,2,3,1,1,2,2,2,2,2,1,Big brother is far worse than anything we could have imagined. There is no privacy in the digital age. I believe a former CEO of Oracle mad ethat very clear years ago., ,2,2,1,1,1,1,1,"My constitution provides me privacy and protection and freedom of speech. They don't even use supeonas anymore to wiretap, they just dredge everything. Storage today is so cheap that everything is collected and stored.
Analog provided a better protection from mass surveillance. I live in an electronic prison without walls.", ,1,1,2,1,1,1,1,"It tells everything about your habits, interests and can and will be used against people at any time.", ,4,1,1,1,1,1,1,1,1,1,1,1,I use this so much less. There is no privacy. facebook was created with the help of DARPA as a form of data collection and oversight., ,To avoid getting put on government watch lists and possibly making my life worse in the future., ,2,2,2,2,5,2,2,2,2,2,This is all a joke to get people to buy stuff that all has back doors for snooping., ,2,2,2,2,2,2,2,3, ,99,5,3,50,3,13,4,1,1,1,1,1,13,5,1,1,0,0,0,0,1,1
789,.9203,1,1,1,1,4,1,2,1,1,2,1,1,2,1,1,2,"There needs to be a certain amount of privacy, but with the threat of terrorism there should some monitoring", ,2,2,3,3,3,3,3, , ,3,3,3,3,3,3,3,I haven't really changed since I don't do or say anything that would incriminate me, ,2,3,3,3,3,3,3,3,3,3,3,3,No changes made, , , ,3,3,3,3,3,3,3,3,3,3, , ,1,1,1,1,1,1,1,2, , ,4,2,21,1,10,3,4,1,0,6,1,12,1,1,1,1,0,0,0,5,1
